,index,ISO_language,textfile,Frequency,file,Perimetric_complexity,Compression,ISO_script,LengthScript,Idiosyncratic,Type,Family,Ancestor,Sum_count,Relative_frequency,Sum_prob,Source,Unicode
134,00990,ben,ঐ,269.0,5.0,77.9840721643599,1458,Beng,44,0,abugida,India,Brah,699886.0,0.00038434830815304205,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",00990
135,00993,ben,ও,7476.0,5.0,56.0521928933035,1202,Beng,44,0,abugida,India,Brah,699886.0,0.010681739597591607,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",00993
136,00995,ben,ক,52703.0,5.0,72.40537797431641,1241,Beng,44,0,abugida,India,Brah,699886.0,0.07530226351148615,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",00995
137,00996,ben,খ,11479.0,5.0,50.103586884391795,1266,Beng,44,0,abugida,India,Brah,699886.0,0.01640124248806234,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",00996
138,00997,ben,গ,12289.0,5.0,47.0789942551216,1215,Beng,44,0,abugida,India,Brah,699886.0,0.01755857382488005,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",00997
139,00998,ben,ঘ,1263.0,5.0,58.3526773376268,1227,Beng,44,0,abugida,India,Brah,699886.0,0.0018045796029639112,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",00998
140,00999,ben,ঙ,383.0,5.0,71.6475196773265,1545,Beng,44,0,abugida,India,Brah,699886.0,0.0005472319777792383,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",00999
141,0099A,ben,চ,6528.0,5.0,59.60305959015671,1128,Beng,44,0,abugida,India,Brah,699886.0,0.009327233292279028,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",0099A
142,0099B,ben,ছ,14984.0,5.0,72.9623344987933,1478,Beng,44,0,abugida,India,Brah,699886.0,0.021409200927008112,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",0099B
143,0099C,ben,জ,12193.0,5.0,83.5542425587067,1448,Beng,44,0,abugida,India,Brah,699886.0,0.01742140862940536,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",0099C
144,0099D,ben,ঝ,637.0,5.0,77.7771509138224,1417,Beng,44,0,abugida,India,Brah,699886.0,0.0009101482241393598,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",0099D
145,0099E,ben,ঞ,489.0,5.0,87.02325964979191,1658,Beng,44,0,abugida,India,Brah,699886.0,0.0006986852144492103,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",0099E
146,0099F,ben,ট,7879.0,5.0,66.3126731000324,1232,Beng,44,0,abugida,India,Brah,699886.0,0.011257547657761408,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",0099F
147,009A0,ben,ঠ,2109.0,5.0,71.4673678476691,1432,Beng,44,0,abugida,India,Brah,699886.0,0.003013347888084631,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009A0
148,009A1,ben,ড,6301.0,5.0,75.9359486792372,1267,Beng,44,0,abugida,India,Brah,699886.0,0.009002894757146164,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009A1
149,009A2,ben,ঢ,448.0,5.0,52.115005052098205,1028,Beng,44,0,abugida,India,Brah,699886.0,0.0006401042455485607,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009A2
150,009A3,ben,ণ,2891.0,5.0,45.6343666930713,1155,Beng,44,0,abugida,India,Brah,699886.0,0.004130672709555556,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009A3
151,009A4,ben,ত,51882.0,5.0,64.523547350622,1221,Beng,44,0,abugida,India,Brah,699886.0,0.07412921532935364,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009A4
152,009A5,ben,থ,8196.0,5.0,49.449202670643395,1222,Beng,44,0,abugida,India,Brah,699886.0,0.011710478563651795,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009A5
153,009A6,ben,দ,29695.0,5.0,55.121576896627104,1050,Beng,44,0,abugida,India,Brah,699886.0,0.04242833832938507,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009A6
154,009A7,ben,ধ,5501.0,5.0,51.0651716076268,1295,Beng,44,0,abugida,India,Brah,699886.0,0.007859851461523733,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009A7
155,009A8,ben,ন,57804.0,5.0,53.3968486733646,1086,Beng,44,0,abugida,India,Brah,699886.0,0.08259059332519868,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009A8
156,009AA,ben,প,21070.0,5.0,54.0024247726983,1314,Beng,44,0,abugida,India,Brah,699886.0,0.03010490279845575,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009AA
157,009AB,ben,ফ,3521.0,5.0,70.5419244643452,1321,Beng,44,0,abugida,India,Brah,699886.0,0.00503081930485822,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009AB
158,009AC,ben,ব,43154.0,5.0,55.4222935743778,1082,Beng,44,0,abugida,India,Brah,699886.0,0.061658612974112924,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009AC
159,009AD,ben,ভ,5605.0,5.0,72.2309221751836,1276,Beng,44,0,abugida,India,Brah,699886.0,0.00800844708995465,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009AD
160,009AE,ben,ম,35567.0,5.0,55.5138755560736,1138,Beng,44,0,abugida,India,Brah,699886.0,0.05081827611925371,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009AE
161,009AF,ben,য,42555.0,5.0,57.6681671315133,1159,Beng,44,0,abugida,India,Brah,699886.0,0.06080275930651563,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009AF
162,009B0,ben,র,95349.0,5.0,56.319673042692,1110,Beng,44,0,abugida,India,Brah,699886.0,0.13623504399287883,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009B0
163,009B2,ben,ল,41885.0,5.0,61.6557038302367,1202,Beng,44,0,abugida,India,Brah,699886.0,0.05984546054643185,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009B2
164,009B6,ben,শ,13749.0,5.0,50.720755491896,1263,Beng,44,0,abugida,India,Brah,699886.0,0.019644627839390985,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009B6
165,009B7,ben,ষ,5425.0,5.0,63.0862700367326,1234,Beng,44,0,abugida,India,Brah,699886.0,0.007751262348439603,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009B7
166,009B8,ben,স,29187.0,5.0,55.0081583541613,1165,Beng,44,0,abugida,India,Brah,699886.0,0.04170250583666483,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009B8
167,009B9,ben,হ,14597.0,5.0,59.017069228119105,1208,Beng,44,0,abugida,India,Brah,699886.0,0.02085625373275076,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",009B9
168,00B05,ory,ଅ,1775.0,1.0,80.7381446219024,1419,Orya,50,0,abugida,India,Beng,159341.0,0.011139631356650203,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B05
169,00B06,ory,ଆ,2188.0,1.0,102.06712317468201,1567,Orya,50,0,abugida,India,Beng,159341.0,0.013731556849775011,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B06
170,00B07,ory,ଇ,2800.0,1.0,87.93106705958358,1667,Orya,50,0,abugida,India,Beng,159341.0,0.017572376224574967,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B07
171,00B08,ory,ଈ,18.0,1.0,93.98563156903971,1839,Orya,50,0,abugida,India,Beng,159341.0,0.00011296527572941051,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B08
172,00B09,ory,ଉ,1517.0,1.0,79.06255514741859,1437,Orya,50,0,abugida,India,Beng,159341.0,0.009520462404528652,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B09
173,00B0B,ory,ଋ,14.0,1.0,78.275025650042,1631,Orya,50,0,abugida,India,Beng,159341.0,8.786188112287484e-05,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B0B
174,00B0F,ory,ଏ,1922.0,1.0,55.1819888171179,1133,Orya,50,0,abugida,India,Beng,159341.0,0.012062181108440389,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B0F
175,00B10,ory,ଐ,2.0,1.0,102.47046682267201,1483,Orya,50,0,abugida,India,Beng,159341.0,1.2551697303267835e-05,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B10
176,00B13,ory,ଓ,861.0,1.0,74.8714467246295,1605,Orya,50,0,abugida,India,Beng,159341.0,0.005403505689056802,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B13
177,00B14,ory,ଔ,1.0,1.0,121.58226989274999,1817,Orya,50,0,abugida,India,Beng,159341.0,6.2758486516339174e-06,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B14
178,00B15,ory,କ,16252.0,1.0,75.9250990913318,1557,Orya,50,0,abugida,India,Beng,159341.0,0.10199509228635442,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B15
179,00B16,ory,ଖ,1567.0,1.0,82.40153099864709,1531,Orya,50,0,abugida,India,Beng,159341.0,0.009834254837110349,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B16
180,00B17,ory,ଗ,3311.0,1.0,77.4660198082483,1363,Orya,50,0,abugida,India,Beng,159341.0,0.0207793348855599,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B17
181,00B18,ory,ଘ,402.0,1.0,76.6665628590166,1412,Orya,50,0,abugida,India,Beng,159341.0,0.002522891157956835,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B18
182,00B19,ory,ଙ,4156.0,1.0,77.33904626136541,1559,Orya,50,0,abugida,India,Beng,159341.0,0.02608242699619056,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B19
183,00B1A,ory,ଚ,730.0,1.0,66.803669098513,1431,Orya,50,0,abugida,India,Beng,159341.0,0.004581369515692759,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B1A
184,00B1B,ory,ଛ,1739.0,1.0,93.44470736702499,1833,Orya,50,0,abugida,India,Beng,159341.0,0.010913700805191382,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B1B
185,00B1C,ory,ଜ,1900.0,1.0,74.24244405582809,1479,Orya,50,0,abugida,India,Beng,159341.0,0.011924112438104442,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B1C
186,00B1D,ory,ଝ,160.0,1.0,73.2899849031195,1671,Orya,50,0,abugida,India,Beng,159341.0,0.0010041357842614268,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B1D
187,00B1E,ory,ଞ,239.0,1.0,97.3565818342919,1765,Orya,50,0,abugida,India,Beng,159341.0,0.0014999278277405062,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B1E
188,00B1F,ory,ଟ,1730.0,1.0,65.2972458387805,1373,Orya,50,0,abugida,India,Beng,159341.0,0.010857218167326677,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B1F
189,00B20,ory,ଠ,917.0,1.0,63.635417549200405,1323,Orya,50,0,abugida,India,Beng,159341.0,0.0057549532135483025,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B20
190,00B21,ory,ଡ,1243.0,1.0,68.260366618579,1424,Orya,50,0,abugida,India,Beng,159341.0,0.007800879873980959,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B21
191,00B22,ory,ଢ,158.0,1.0,75.1269995147657,1547,Orya,50,0,abugida,India,Beng,159341.0,0.000991584086958159,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B22
192,00B23,ory,ଣ,2711.0,1.0,80.18509281086601,1506,Orya,50,0,abugida,India,Beng,159341.0,0.01701382569457955,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B23
193,00B24,ory,ତ,10270.0,1.0,62.874902339759906,1337,Orya,50,0,abugida,India,Beng,159341.0,0.06445296565228033,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B24
194,00B25,ory,ଥ,2801.0,1.0,74.15754680157941,1473,Orya,50,0,abugida,India,Beng,159341.0,0.017578652073226602,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B25
195,00B26,ory,ଦ,4190.0,1.0,60.978881257910096,1332,Orya,50,0,abugida,India,Beng,159341.0,0.02629580585034611,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B26
196,00B27,ory,ଧ,1338.0,1.0,61.1938440406907,1215,Orya,50,0,abugida,India,Beng,159341.0,0.008397085495886181,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B27
197,00B28,ory,ନ,9390.0,1.0,61.890593853456295,1377,Orya,50,0,abugida,India,Beng,159341.0,0.05893021883884248,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B28
198,00B2A,ory,ପ,7137.0,1.0,70.10855748248869,1397,Orya,50,0,abugida,India,Beng,159341.0,0.04479073182671127,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B2A
199,00B2B,ory,ଫ,394.0,1.0,84.1235693603623,1602,Orya,50,0,abugida,India,Beng,159341.0,0.0024726843687437636,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B2B
200,00B2C,ory,ବ,8263.0,1.0,65.5226513863541,1459,Orya,50,0,abugida,India,Beng,159341.0,0.05185733740845106,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B2C
201,00B2D,ory,ଭ,4027.0,1.0,80.81063057902341,1556,Orya,50,0,abugida,India,Beng,159341.0,0.025272842520129783,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B2D
202,00B2E,ory,ମ,9940.0,1.0,64.0010231208001,1267,Orya,50,0,abugida,India,Beng,159341.0,0.06238193559724114,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B2E
203,00B2F,ory,ଯ,4320.0,1.0,77.2742958299303,1469,Orya,50,0,abugida,India,Beng,159341.0,0.027111666175058523,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B2F
204,00B30,ory,ର,16342.0,1.0,75.8381644468907,1402,Orya,50,0,abugida,India,Beng,159341.0,0.10255991866500147,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B30
205,00B32,ory,ଲ,6653.0,1.0,85.8762767041501,1499,Orya,50,0,abugida,India,Beng,159341.0,0.04175322107932045,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B32
206,00B33,ory,ଳ,1324.0,1.0,75.41594804698771,1384,Orya,50,0,abugida,India,Beng,159341.0,0.008309223614763307,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B33
207,00B36,ory,ଶ,3887.0,1.0,82.9989510456703,1571,Orya,50,0,abugida,India,Beng,159341.0,0.024394223708901035,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B36
208,00B37,ory,ଷ,1648.0,1.0,92.32481043035351,1621,Orya,50,0,abugida,India,Beng,159341.0,0.010342598577892695,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B37
209,00B38,ory,ସ,7490.0,1.0,72.83671973953591,1307,Orya,50,0,abugida,India,Beng,159341.0,0.04700610640073804,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B38
210,00B39,ory,ହ,7669.0,1.0,74.41306255731129,1612,Orya,50,0,abugida,India,Beng,159341.0,0.04812948330938051,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B39
211,00B5F,ory,ୟ,3118.0,1.0,90.8299785201166,1609,Orya,50,0,abugida,India,Beng,159341.0,0.019568096095794553,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B5F
212,00B71,ory,ୱ,827.0,1.0,74.20840191900591,1613,Orya,50,0,abugida,India,Beng,159341.0,0.0051901268349012495,1.0,"Bentz & Ferrer-i-Cancho, 2016",00B71
213,010D0,kat,ა,49578.0,1.0,25.937124506146198,1100,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.18081292510804353,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010D0
214,010D1,kat,ბ,3230.0,1.0,52.6449833245279,1339,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.011779937635624281,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010D1
215,010D2,kat,გ,6009.0,1.0,53.426131178409904,1347,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.021915060449679974,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010D2
216,010D3,kat,დ,15743.0,1.0,79.941533927353,1478,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.05741534309524244,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010D3
217,010D4,kat,ე,24637.0,1.0,42.5883901521751,1251,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.08985211254763946,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010D4
218,010D5,kat,ვ,7203.0,1.0,49.1511025982839,1314,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.026269625631393716,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010D5
219,010D6,kat,ზ,1000.0,1.0,69.49362524609239,1490,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.003647039515673152,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010D6
220,010D7,kat,თ,12082.0,1.0,59.51588033728189,1352,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.04406353142836303,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010D7
221,010D8,kat,ი,25914.0,1.0,30.6956082611028,1091,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.09450938200915407,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010D8
222,010D9,kat,კ,2380.0,1.0,40.3750871088444,1254,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.008679954047302103,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010D9
223,010DA,kat,ლ,9212.0,1.0,75.9462260993125,1602,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.03359652801838108,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010DA
224,010DB,kat,მ,17929.0,1.0,57.64247131524839,1373,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.06538777147650394,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010DB
225,010DC,kat,ნ,12987.0,1.0,56.83440262175571,1254,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.047364102190047226,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010DC
226,010DD,kat,ო,11502.0,1.0,47.326491680771106,1335,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.0419482485092726,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010DD
227,010DE,kat,პ,665.0,1.0,45.09893067163179,1247,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.0024252812779226463,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010DE
228,010DF,kat,ჟ,184.0,1.0,54.9500058922623,1338,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.00067105527088386,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010DF
229,010E0,kat,რ,14526.0,1.0,56.5014482826789,1444,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.05297689600466821,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010E0
230,010E1,kat,ს,20120.0,1.0,39.109572226767895,1000,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.07337843505534382,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010E1
231,010E2,kat,ტ,1938.0,1.0,89.5122740312287,1715,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.007067962581374569,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010E2
232,010E3,kat,უ,10525.0,1.0,61.083316857169706,1411,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.03838509090245993,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010E3
233,010E4,kat,ფ,1509.0,1.0,74.460106179281,1559,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.005503382629150787,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010E4
234,010E5,kat,ქ,3060.0,1.0,51.60147245218861,1127,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.011159940917959845,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010E5
235,010E6,kat,ღ,2096.0,1.0,61.891331443349294,1426,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.007644194824850927,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010E6
236,010E7,kat,ყ,3680.0,1.0,46.077800020321206,1098,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.013421105417677201,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010E7
237,010E8,kat,შ,3030.0,1.0,63.3189396792405,1457,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.011050529732489652,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010E8
238,010E9,kat,ჩ,744.0,1.0,51.431046694182704,1279,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.0027133973996608255,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010E9
239,010EA,kat,ც,3290.0,1.0,51.6632071172066,1336,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.011998760006564671,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010EA
240,010EB,kat,ძ,1242.0,1.0,46.9010518271751,1183,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.004529623078466055,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010EB
241,010EC,kat,წ,2557.0,1.0,75.12583904060929,1596,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.00932548004157625,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010EC
242,010ED,kat,ჭ,251.0,1.0,68.8067128845165,1575,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.0009154069184339613,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010ED
243,010EE,kat,ხ,3342.0,1.0,53.7032884798666,1251,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.012188406061379674,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010EE
244,010EF,kat,ჯ,406.0,1.0,71.76572355853871,1573,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.0014806980433632998,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010EF
245,010F0,kat,ჰ,1624.0,1.0,48.29581593774321,1352,Geor,33,0,alphabet,Phoenician,Grek,274195.0,0.005922792173453199,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",010F0
246,00561,hye,ա,74540.0,,62.120609294885995,1091,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.1320404446932283,,bible.com,00561
247,00562,hye,բ,6097.0,,50.1252505303411,992,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.010800249413665319,,bible.com,00562
248,00563,hye,գ,5503.0,,57.5779978101495,1205,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.009748035513104845,,bible.com,00563
249,00564,hye,դ,8266.0,,47.30422429840771,997,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.014642424414196739,,bible.com,00564
250,00565,hye,ե,45226.0,,47.945066282860296,963,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.08011351156018168,,bible.com,00565
251,00566,hye,զ,3820.0,,56.4499243448689,1147,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.006766762794850174,,bible.com,00566
252,00567,hye,է,13733.0,,40.71976211591561,832,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.024326689387873676,,bible.com,00567
253,00568,hye,ը,10148.0,,55.3601823056507,984,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.0179762065031779,,bible.com,00568
254,00569,hye,թ,5106.0,,69.77353676200461,1213,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.009044788175524867,,bible.com,00569
255,0056A,hye,ժ,1283.0,,56.1838510912321,1135,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.0022727111690557,,bible.com,0056A
256,0056B,hye,ի,37509.0,,52.4743813966654,960,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.06644358787226053,,bible.com,0056B
257,0056C,hye,լ,8567.0,,26.3248718455435,782,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.015175616979968965,,bible.com,0056C
258,0056D,hye,խ,3089.0,,74.0611108114257,1111,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.005471866563689055,,bible.com,0056D
259,0056E,hye,ծ,4527.0,,54.904621256386,1341,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.008019145333059356,,bible.com,0056E
260,0056F,hye,կ,14451.0,,52.4796468647754,964,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.02559855736868583,,bible.com,0056F
261,00570,hye,հ,8232.0,,45.733509494936,947,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.014582196682514826,,bible.com,00570
262,00571,hye,ձ,3457.0,,52.81602802757789,1319,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.006123743188952108,,bible.com,00571
263,00572,hye,ղ,6799.0,,47.1569949171826,977,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.012043774932509512,,bible.com,00572
264,00573,hye,ճ,1025.0,,57.699789897329,1327,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.0018156889698223637,,bible.com,00573
265,00574,hye,մ,20433.0,,47.33328748677871,1004,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.036195095336956445,,bible.com,00574
266,00575,hye,յ,11698.0,,25.717407146279395,857,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.02072188250632391,,bible.com,00575
267,00576,hye,ն,52627.0,,47.5447147855843,947,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.09322367162423564,,bible.com,00576
268,00577,hye,շ,2783.0,,39.37543477275629,1111,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.004929816978551842,,bible.com,00577
269,00578,hye,ո,40596.0,,37.8220440419865,952,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.07191191162820358,,bible.com,00578
270,00579,hye,չ,5107.0,,35.0439009658254,1078,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.009046559579397864,,bible.com,00579
271,0057A,hye,պ,5973.0,,70.04981794804651,1124,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.010580595333413637,,bible.com,0057A
272,0057B,hye,ջ,3058.0,,60.1264694249621,1270,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.005416953043626134,,bible.com,0057B
273,0057C,hye,ռ,3551.0,,42.8448597476901,1068,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.006290255153013866,,bible.com,0057C
274,0057D,hye,ս,21028.0,,37.886208357697605,928,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.03724908064138992,,bible.com,0057D
275,0057E,hye,վ,6696.0,,55.1413466636193,992,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.011861320333590778,,bible.com,0057E
276,0057F,hye,տ,17226.0,,59.591585349935706,1070,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.030514203116253694,,bible.com,0057F
277,00580,hye,ր,48954.0,,44.49567257408071,944,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.08671730519871608,,bible.com,00580
278,00581,hye,ց,15801.0,,61.3611895850328,1297,Armn,76,0,alphabet,Phoenician,Grek,564524.0,0.02798995259723236,,bible.com,00581
